num_distr,mouse.time,mouse.clicked_name,,,,,,,,,,
5,1.5412092,['target'],,,,,,,,,,
5,1.4403661,['target'],,,,,,,,,,
5,1.8531435,['target'],,,,,,,,,,
5,1.4876064,['target'],,,,,,,,,,
5,1.7695808,['target'],,,,,,,,,,
5,2.2694899,[],,,,,,,,,,
5,1.6200379,['target'],,Mean RT of set size 5 =,,,,,1.661197494,,,
5,2.0067135,['target'],,Mean RT of set size 10 =,,,,,1.782436109,,,
5,2.005391,['target'],,,,,,,,,,
5,1.9698481,['target'],,,,,,,,,,
5,1.5887029,['target'],,,,,,,,,,
5,1.6586725,['target'],,Slope of line =,,,(y2-y1)/(x2-x1),,,x2=10,,
5,1.4349306,['target'],,,,,0.024247723,,,x1=5,,
5,1.64034,['target'],,,,,,,,y2 is the mean RT of set size 10,,
5,1.9358795,['target'],,,,,,,,y1 is the mean RT of set size 5,,
5,2.308231,['target'],,,,,,,,,,
5,1.7216447,['target'],,,,,,,,,,
5,2.1901301,['target'],,,,,,,,,,
5,1.8731234,['target'],,,,,,,,,,
5,1.3048464,['target'],,,,,,,,,,
5,1.6918676,['target'],,,,,,,,,,
5,1.8217844,['target'],,,,,,,,,,
5,1.7894991,['target'],,,,,,,,,,
5,1.4716033,['target'],,,,,,,,,,
5,1.786835,['target'],,,,,,,,,,
5,1.8726993,['target'],,,,,,,,,,
5,1.6887325,['target'],,,,,,,,,,
5,2.307473,['target'],,,,,,,,,,
5,2.3208273,['target'],,,,,,,,,,
5,1.7038308,['target'],,,,,,,,,,
5,1.7731671,['target'],,,,,,,,,,
5,1.6233358,['target'],,,,,,,,,,
5,1.5550963,['target'],,,,,,,,,,
5,2.0239743,['target'],,,,,,,,,,
5,1.3364863,['target'],,,,,,,,,,
5,1.4254408,[],,,,,,,,,,
5,1.6242818,['target'],,,,,,,,,,
5,2.4056372,['target'],,,,,,,,,,
5,2.3541825,['target'],,,,,,,,,,
5,1.6893868,['target'],,,,,,,,,,
5,1.6578616,['target'],,,,,,,,,,
5,1.6076551,['target'],,,,,,,,,,
5,1.2200955,[],,,,,,,,,,
5,1.556673,['target'],,,,,,,,,,
5,1.4728788,['target'],,,,,,,,,,
5,1.2212758,['target'],,,,,,,,,,
