2.1656 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
144.8730 	EXP 	fixation: autoDraw = False
144.8897 	EXP 	grating: autoDraw = True
144.8897 	EXP 	grating: tex = 'sin'
145.1899 	EXP 	grating: autoDraw = False
145.3907 	EXP 	window1: recordFrameIntervals = False
145.3913 	DATA 	Keypress: left
145.4064 	EXP 	fixation: autoDraw = False
145.4064 	EXP 	grating: autoDraw = False
145.4065 	EXP 	window1: recordFrameIntervals = False
146.3787 	EXP 	fixation: autoDraw = True
147.3899 	EXP 	fixation: autoDraw = False
147.3899 	EXP 	grating: autoDraw = True
147.3899 	EXP 	grating: tex = 'sin'
147.6901 	EXP 	grating: autoDraw = False
147.8249 	EXP 	window1: recordFrameIntervals = False
147.8257 	DATA 	Keypress: right
147.8397 	EXP 	fixation: autoDraw = False
147.8397 	EXP 	grating: autoDraw = False
147.8401 	EXP 	window1: recordFrameIntervals = False
148.8146 	EXP 	fixation: autoDraw = True
149.8229 	EXP 	fixation: autoDraw = False
149.8395 	EXP 	grating: autoDraw = True
149.8395 	EXP 	grating: tex = 'sin'
150.1394 	EXP 	grating: autoDraw = False
150.2420 	EXP 	window1: recordFrameIntervals = False
150.2434 	DATA 	Keypress: right
150.2561 	EXP 	fixation: autoDraw = False
150.2561 	EXP 	grating: autoDraw = False
150.2563 	EXP 	window1: recordFrameIntervals = False
151.2317 	EXP 	fixation: autoDraw = True
152.2392 	EXP 	fixation: autoDraw = False
152.2559 	EXP 	grating: autoDraw = True
152.2559 	EXP 	grating: tex = 'sin'
152.5560 	EXP 	grating: autoDraw = False
152.6750 	EXP 	window1: recordFrameIntervals = False
152.6764 	DATA 	Keypress: right
152.6892 	EXP 	fixation: autoDraw = False
152.6892 	EXP 	grating: autoDraw = False
152.6894 	EXP 	window1: recordFrameIntervals = False
153.6635 	EXP 	fixation: autoDraw = True
154.6721 	EXP 	fixation: autoDraw = False
154.6890 	EXP 	grating: autoDraw = True
154.6890 	EXP 	grating: tex = 'sin'
154.9890 	EXP 	grating: autoDraw = False
155.1061 	EXP 	window1: recordFrameIntervals = False
155.1067 	DATA 	Keypress: right
155.1222 	EXP 	fixation: autoDraw = False
155.1222 	EXP 	grating: autoDraw = False
155.1223 	EXP 	window1: recordFrameIntervals = False
156.0949 	EXP 	fixation: autoDraw = True
157.1053 	EXP 	fixation: autoDraw = False
157.1053 	EXP 	grating: autoDraw = True
157.1053 	EXP 	grating: tex = 'sin'
157.4052 	EXP 	grating: autoDraw = False
157.5748 	EXP 	window1: recordFrameIntervals = False
157.5762 	DATA 	Keypress: left
157.5884 	EXP 	fixation: autoDraw = False
157.5884 	EXP 	grating: autoDraw = False
157.5887 	EXP 	window1: recordFrameIntervals = False
158.5633 	EXP 	fixation: autoDraw = True
159.5711 	EXP 	fixation: autoDraw = False
159.5882 	EXP 	grating: autoDraw = True
159.5882 	EXP 	grating: tex = 'sin'
159.8880 	EXP 	grating: autoDraw = False
159.9729 	EXP 	window1: recordFrameIntervals = False
159.9738 	DATA 	Keypress: right
159.9880 	EXP 	fixation: autoDraw = False
159.9880 	EXP 	grating: autoDraw = False
159.9883 	EXP 	window1: recordFrameIntervals = False
160.9616 	EXP 	fixation: autoDraw = True
161.9709 	EXP 	fixation: autoDraw = False
161.9879 	EXP 	grating: autoDraw = True
161.9879 	EXP 	grating: tex = 'sin'
162.2878 	EXP 	grating: autoDraw = False
162.3561 	EXP 	window1: recordFrameIntervals = False
162.3568 	DATA 	Keypress: left
162.3710 	EXP 	fixation: autoDraw = False
162.3710 	EXP 	grating: autoDraw = False
162.3713 	EXP 	window1: recordFrameIntervals = False
163.3435 	EXP 	fixation: autoDraw = True
164.3542 	EXP 	fixation: autoDraw = False
164.3709 	EXP 	grating: autoDraw = True
164.3709 	EXP 	grating: tex = 'sin'
164.6706 	EXP 	grating: autoDraw = False
164.7392 	EXP 	window1: recordFrameIntervals = False
164.7400 	DATA 	Keypress: left
164.7538 	EXP 	fixation: autoDraw = False
164.7538 	EXP 	grating: autoDraw = False
164.7541 	EXP 	window1: recordFrameIntervals = False
165.7276 	EXP 	fixation: autoDraw = True
166.7374 	EXP 	fixation: autoDraw = False
166.7536 	EXP 	grating: autoDraw = True
166.7536 	EXP 	grating: tex = 'sin'
167.0537 	EXP 	grating: autoDraw = False
167.2716 	EXP 	window1: recordFrameIntervals = False
167.2723 	DATA 	Keypress: right
167.2868 	EXP 	fixation: autoDraw = False
167.2868 	EXP 	grating: autoDraw = False
167.2871 	EXP 	window1: recordFrameIntervals = False
168.2597 	EXP 	fixation: autoDraw = True
169.2701 	EXP 	fixation: autoDraw = False
169.2867 	EXP 	grating: autoDraw = True
169.2867 	EXP 	grating: tex = 'sin'
169.5869 	EXP 	grating: autoDraw = False
169.6383 	EXP 	window1: recordFrameIntervals = False
169.6391 	DATA 	Keypress: right
169.6532 	EXP 	fixation: autoDraw = False
169.6532 	EXP 	grating: autoDraw = False
169.6534 	EXP 	window1: recordFrameIntervals = False
170.6272 	EXP 	fixation: autoDraw = True
171.6364 	EXP 	fixation: autoDraw = False
171.6530 	EXP 	grating: autoDraw = True
171.6530 	EXP 	grating: tex = 'sin'
171.9530 	EXP 	grating: autoDraw = False
172.3569 	EXP 	window1: recordFrameIntervals = False
172.3586 	DATA 	Keypress: right
172.3700 	EXP 	fixation: autoDraw = False
172.3700 	EXP 	grating: autoDraw = False
172.3704 	EXP 	window1: recordFrameIntervals = False
173.3447 	EXP 	fixation: autoDraw = True
174.3530 	EXP 	fixation: autoDraw = False
174.3697 	EXP 	grating: autoDraw = True
174.3697 	EXP 	grating: tex = 'sin'
174.6696 	EXP 	grating: autoDraw = False
174.7721 	EXP 	window1: recordFrameIntervals = False
174.7733 	DATA 	Keypress: left
174.7864 	EXP 	fixation: autoDraw = False
174.7864 	EXP 	grating: autoDraw = False
174.7868 	EXP 	window1: recordFrameIntervals = False
175.7604 	EXP 	fixation: autoDraw = True
176.7690 	EXP 	fixation: autoDraw = False
176.7859 	EXP 	grating: autoDraw = True
176.7859 	EXP 	grating: tex = 'sin'
177.0857 	EXP 	grating: autoDraw = False
177.2876 	EXP 	window1: recordFrameIntervals = False
177.2883 	DATA 	Keypress: right
177.3022 	EXP 	fixation: autoDraw = False
177.3022 	EXP 	grating: autoDraw = False
177.3025 	EXP 	window1: recordFrameIntervals = False
178.2757 	EXP 	fixation: autoDraw = True
179.2857 	EXP 	fixation: autoDraw = False
179.3025 	EXP 	grating: autoDraw = True
179.3025 	EXP 	grating: tex = 'sin'
179.6024 	EXP 	grating: autoDraw = False
179.7384 	EXP 	window1: recordFrameIntervals = False
179.7398 	DATA 	Keypress: right
179.7523 	EXP 	fixation: autoDraw = False
179.7523 	EXP 	grating: autoDraw = False
179.7527 	EXP 	window1: recordFrameIntervals = False
180.7273 	EXP 	fixation: autoDraw = True
181.7352 	EXP 	fixation: autoDraw = False
181.7520 	EXP 	grating: autoDraw = True
181.7520 	EXP 	grating: tex = 'sin'
182.0518 	EXP 	grating: autoDraw = False
182.2209 	EXP 	window1: recordFrameIntervals = False
182.2217 	DATA 	Keypress: left
182.2349 	EXP 	fixation: autoDraw = False
182.2349 	EXP 	grating: autoDraw = False
182.2352 	EXP 	window1: recordFrameIntervals = False
183.2087 	EXP 	fixation: autoDraw = True
184.2186 	EXP 	fixation: autoDraw = False
184.2353 	EXP 	grating: autoDraw = True
184.2353 	EXP 	grating: tex = 'sin'
184.5350 	EXP 	grating: autoDraw = False
184.7369 	EXP 	window1: recordFrameIntervals = False
184.7377 	DATA 	Keypress: right
184.7513 	EXP 	fixation: autoDraw = False
184.7513 	EXP 	grating: autoDraw = False
184.7516 	EXP 	window1: recordFrameIntervals = False
185.7241 	EXP 	fixation: autoDraw = True
186.7345 	EXP 	fixation: autoDraw = False
186.7512 	EXP 	grating: autoDraw = True
186.7512 	EXP 	grating: tex = 'sin'
187.0511 	EXP 	grating: autoDraw = False
187.1696 	EXP 	window1: recordFrameIntervals = False
187.1704 	DATA 	Keypress: right
187.1843 	EXP 	fixation: autoDraw = False
187.1843 	EXP 	grating: autoDraw = False
187.1846 	EXP 	window1: recordFrameIntervals = False
188.1575 	EXP 	fixation: autoDraw = True
189.1674 	EXP 	fixation: autoDraw = False
189.1843 	EXP 	grating: autoDraw = True
189.1843 	EXP 	grating: tex = 'sin'
189.4843 	EXP 	grating: autoDraw = False
189.6195 	EXP 	window1: recordFrameIntervals = False
189.6203 	DATA 	Keypress: right
189.6341 	EXP 	fixation: autoDraw = False
189.6341 	EXP 	grating: autoDraw = False
189.6344 	EXP 	window1: recordFrameIntervals = False
190.6082 	EXP 	fixation: autoDraw = True
191.6173 	EXP 	fixation: autoDraw = False
191.6342 	EXP 	grating: autoDraw = True
191.6342 	EXP 	grating: tex = 'sin'
191.9340 	EXP 	grating: autoDraw = False
192.0025 	EXP 	window1: recordFrameIntervals = False
192.0034 	DATA 	Keypress: right
192.0172 	EXP 	fixation: autoDraw = False
192.0172 	EXP 	grating: autoDraw = False
192.0175 	EXP 	window1: recordFrameIntervals = False
192.9907 	EXP 	fixation: autoDraw = True
194.0004 	EXP 	fixation: autoDraw = False
194.0169 	EXP 	grating: autoDraw = True
194.0169 	EXP 	grating: tex = 'sin'
194.3168 	EXP 	grating: autoDraw = False
194.3852 	EXP 	window1: recordFrameIntervals = False
194.3859 	DATA 	Keypress: right
194.4003 	EXP 	fixation: autoDraw = False
194.4003 	EXP 	grating: autoDraw = False
194.4006 	EXP 	window1: recordFrameIntervals = False
195.3725 	EXP 	fixation: autoDraw = True
196.3835 	EXP 	fixation: autoDraw = False
196.4002 	EXP 	grating: autoDraw = True
196.4002 	EXP 	grating: tex = 'sin'
196.7002 	EXP 	grating: autoDraw = False
196.9365 	EXP 	window1: recordFrameIntervals = False
196.9380 	DATA 	Keypress: right
196.9502 	EXP 	fixation: autoDraw = False
196.9502 	EXP 	grating: autoDraw = False
196.9505 	EXP 	window1: recordFrameIntervals = False
197.9254 	EXP 	fixation: autoDraw = True
198.9332 	EXP 	fixation: autoDraw = False
198.9495 	EXP 	grating: autoDraw = True
198.9495 	EXP 	grating: tex = 'sin'
199.2497 	EXP 	grating: autoDraw = False
199.4505 	EXP 	window1: recordFrameIntervals = False
199.4512 	DATA 	Keypress: right
199.4661 	EXP 	fixation: autoDraw = False
199.4661 	EXP 	grating: autoDraw = False
199.4663 	EXP 	window1: recordFrameIntervals = False
200.4382 	EXP 	fixation: autoDraw = True
201.4495 	EXP 	fixation: autoDraw = False
201.4495 	EXP 	grating: autoDraw = True
201.4495 	EXP 	grating: tex = 'sin'
201.7491 	EXP 	grating: autoDraw = False
202.0364 	EXP 	window1: recordFrameIntervals = False
202.0378 	DATA 	Keypress: right
202.0494 	EXP 	fixation: autoDraw = False
202.0494 	EXP 	grating: autoDraw = False
202.0497 	EXP 	window1: recordFrameIntervals = False
203.0254 	EXP 	fixation: autoDraw = True
204.0323 	EXP 	fixation: autoDraw = False
204.0492 	EXP 	grating: autoDraw = True
204.0492 	EXP 	grating: tex = 'sin'
204.3493 	EXP 	grating: autoDraw = False
204.7840 	EXP 	window1: recordFrameIntervals = False
204.7849 	DATA 	Keypress: left
204.7988 	EXP 	fixation: autoDraw = False
204.7988 	EXP 	grating: autoDraw = False
204.7989 	EXP 	window1: recordFrameIntervals = False
205.7724 	EXP 	fixation: autoDraw = True
206.7819 	EXP 	fixation: autoDraw = False
206.7986 	EXP 	grating: autoDraw = True
206.7986 	EXP 	grating: tex = 'sin'
207.0989 	EXP 	grating: autoDraw = False
207.1856 	EXP 	window1: recordFrameIntervals = False
207.1869 	DATA 	Keypress: left
207.1985 	EXP 	fixation: autoDraw = False
207.1985 	EXP 	grating: autoDraw = False
207.1988 	EXP 	window1: recordFrameIntervals = False
208.1743 	EXP 	fixation: autoDraw = True
209.1817 	EXP 	fixation: autoDraw = False
209.1984 	EXP 	grating: autoDraw = True
209.1984 	EXP 	grating: tex = 'sin'
209.4983 	EXP 	grating: autoDraw = False
209.6510 	EXP 	window1: recordFrameIntervals = False
209.6524 	DATA 	Keypress: left
209.6652 	EXP 	fixation: autoDraw = False
209.6652 	EXP 	grating: autoDraw = False
209.6655 	EXP 	window1: recordFrameIntervals = False
210.6396 	EXP 	fixation: autoDraw = True
211.6479 	EXP 	fixation: autoDraw = False
211.6645 	EXP 	grating: autoDraw = True
211.6645 	EXP 	grating: tex = 'sin'
211.9646 	EXP 	grating: autoDraw = False
212.0835 	EXP 	window1: recordFrameIntervals = False
212.0843 	DATA 	Keypress: left
212.0978 	EXP 	fixation: autoDraw = False
212.0978 	EXP 	grating: autoDraw = False
212.0981 	EXP 	window1: recordFrameIntervals = False
213.0706 	EXP 	fixation: autoDraw = True
214.0812 	EXP 	fixation: autoDraw = False
214.0979 	EXP 	grating: autoDraw = True
214.0979 	EXP 	grating: tex = 'sin'
214.3978 	EXP 	grating: autoDraw = False
214.5665 	EXP 	window1: recordFrameIntervals = False
214.5673 	DATA 	Keypress: right
214.5814 	EXP 	fixation: autoDraw = False
214.5814 	EXP 	grating: autoDraw = False
214.5816 	EXP 	window1: recordFrameIntervals = False
215.5555 	EXP 	fixation: autoDraw = True
216.5641 	EXP 	fixation: autoDraw = False
216.5808 	EXP 	grating: autoDraw = True
216.5808 	EXP 	grating: tex = 'sin'
216.8807 	EXP 	grating: autoDraw = False
217.0172 	EXP 	window1: recordFrameIntervals = False
217.0184 	DATA 	Keypress: right
217.0307 	EXP 	fixation: autoDraw = False
217.0307 	EXP 	grating: autoDraw = False
217.0310 	EXP 	window1: recordFrameIntervals = False
218.0059 	EXP 	fixation: autoDraw = True
219.0136 	EXP 	fixation: autoDraw = False
219.0304 	EXP 	grating: autoDraw = True
219.0304 	EXP 	grating: tex = 'sin'
219.3305 	EXP 	grating: autoDraw = False
219.3488 	EXP 	window1: recordFrameIntervals = False
219.3496 	DATA 	Keypress: left
219.3636 	EXP 	fixation: autoDraw = False
219.3636 	EXP 	grating: autoDraw = False
219.3640 	EXP 	window1: recordFrameIntervals = False
220.3375 	EXP 	fixation: autoDraw = True
221.3466 	EXP 	fixation: autoDraw = False
221.3635 	EXP 	grating: autoDraw = True
221.3635 	EXP 	grating: tex = 'sin'
221.6634 	EXP 	grating: autoDraw = False
221.7817 	EXP 	window1: recordFrameIntervals = False
221.7824 	DATA 	Keypress: right
221.7966 	EXP 	fixation: autoDraw = False
221.7966 	EXP 	grating: autoDraw = False
221.7970 	EXP 	window1: recordFrameIntervals = False
222.7709 	EXP 	fixation: autoDraw = True
223.7799 	EXP 	fixation: autoDraw = False
223.7964 	EXP 	grating: autoDraw = True
223.7964 	EXP 	grating: tex = 'sin'
224.0963 	EXP 	grating: autoDraw = False
224.3480 	EXP 	window1: recordFrameIntervals = False
224.3488 	DATA 	Keypress: left
224.3630 	EXP 	fixation: autoDraw = False
224.3630 	EXP 	grating: autoDraw = False
224.3633 	EXP 	window1: recordFrameIntervals = False
225.3364 	EXP 	fixation: autoDraw = True
226.3467 	EXP 	fixation: autoDraw = False
226.3628 	EXP 	grating: autoDraw = True
226.3628 	EXP 	grating: tex = 'sin'
226.6628 	EXP 	grating: autoDraw = False
226.9478 	EXP 	window1: recordFrameIntervals = False
226.9485 	DATA 	Keypress: left
226.9625 	EXP 	fixation: autoDraw = False
226.9625 	EXP 	grating: autoDraw = False
226.9628 	EXP 	window1: recordFrameIntervals = False
227.9359 	EXP 	fixation: autoDraw = True
228.9457 	EXP 	fixation: autoDraw = False
228.9626 	EXP 	grating: autoDraw = True
228.9626 	EXP 	grating: tex = 'sin'
229.2624 	EXP 	grating: autoDraw = False
229.4320 	EXP 	window1: recordFrameIntervals = False
229.4334 	DATA 	Keypress: left
229.4459 	EXP 	fixation: autoDraw = False
229.4459 	EXP 	grating: autoDraw = False
229.4462 	EXP 	window1: recordFrameIntervals = False
230.4216 	EXP 	fixation: autoDraw = True
231.4288 	EXP 	fixation: autoDraw = False
231.4458 	EXP 	grating: autoDraw = True
231.4458 	EXP 	grating: tex = 'sin'
231.7458 	EXP 	grating: autoDraw = False
231.8142 	EXP 	window1: recordFrameIntervals = False
231.8151 	DATA 	Keypress: left
231.8289 	EXP 	fixation: autoDraw = False
231.8289 	EXP 	grating: autoDraw = False
231.8293 	EXP 	window1: recordFrameIntervals = False
232.8023 	EXP 	fixation: autoDraw = True
233.8117 	EXP 	fixation: autoDraw = False
233.8288 	EXP 	grating: autoDraw = True
233.8288 	EXP 	grating: tex = 'sin'
234.1287 	EXP 	grating: autoDraw = False
234.2472 	EXP 	window1: recordFrameIntervals = False
234.2481 	DATA 	Keypress: left
234.2619 	EXP 	fixation: autoDraw = False
234.2619 	EXP 	grating: autoDraw = False
234.2622 	EXP 	window1: recordFrameIntervals = False
235.2359 	EXP 	fixation: autoDraw = True
236.2448 	EXP 	fixation: autoDraw = False
236.2617 	EXP 	grating: autoDraw = True
236.2617 	EXP 	grating: tex = 'sin'
236.5614 	EXP 	grating: autoDraw = False
236.6464 	EXP 	window1: recordFrameIntervals = False
236.6472 	DATA 	Keypress: left
236.6614 	EXP 	fixation: autoDraw = False
236.6614 	EXP 	grating: autoDraw = False
236.6617 	EXP 	window1: recordFrameIntervals = False
237.6355 	EXP 	fixation: autoDraw = True
238.6446 	EXP 	fixation: autoDraw = False
238.6615 	EXP 	grating: autoDraw = True
238.6615 	EXP 	grating: tex = 'sin'
238.9616 	EXP 	grating: autoDraw = False
239.0472 	EXP 	window1: recordFrameIntervals = False
239.0480 	DATA 	Keypress: left
239.0611 	EXP 	fixation: autoDraw = False
239.0611 	EXP 	grating: autoDraw = False
239.0614 	EXP 	window1: recordFrameIntervals = False
240.0357 	EXP 	fixation: autoDraw = True
241.0441 	EXP 	fixation: autoDraw = False
241.0610 	EXP 	grating: autoDraw = True
241.0610 	EXP 	grating: tex = 'sin'
241.3609 	EXP 	grating: autoDraw = False
241.6461 	EXP 	window1: recordFrameIntervals = False
241.6470 	DATA 	Keypress: right
241.6607 	EXP 	fixation: autoDraw = False
241.6607 	EXP 	grating: autoDraw = False
241.6609 	EXP 	window1: recordFrameIntervals = False
242.6344 	EXP 	fixation: autoDraw = True
243.6438 	EXP 	fixation: autoDraw = False
243.6608 	EXP 	grating: autoDraw = True
243.6608 	EXP 	grating: tex = 'sin'
243.9608 	EXP 	grating: autoDraw = False
244.1292 	EXP 	window1: recordFrameIntervals = False
244.1301 	DATA 	Keypress: left
244.1439 	EXP 	fixation: autoDraw = False
244.1439 	EXP 	grating: autoDraw = False
244.1442 	EXP 	window1: recordFrameIntervals = False
245.1175 	EXP 	fixation: autoDraw = True
246.1266 	EXP 	fixation: autoDraw = False
246.1458 	EXP 	grating: autoDraw = True
246.1458 	EXP 	grating: tex = 'sin'
246.4604 	EXP 	grating: autoDraw = False
246.5966 	EXP 	window1: recordFrameIntervals = False
246.5979 	DATA 	Keypress: right
246.6104 	EXP 	fixation: autoDraw = False
246.6104 	EXP 	grating: autoDraw = False
246.6106 	EXP 	window1: recordFrameIntervals = False
247.5854 	EXP 	fixation: autoDraw = True
248.5936 	EXP 	fixation: autoDraw = False
248.6102 	EXP 	grating: autoDraw = True
248.6102 	EXP 	grating: tex = 'sin'
248.9103 	EXP 	grating: autoDraw = False
249.0127 	EXP 	window1: recordFrameIntervals = False
249.0142 	DATA 	Keypress: left
249.0267 	EXP 	fixation: autoDraw = False
249.0267 	EXP 	grating: autoDraw = False
249.0270 	EXP 	window1: recordFrameIntervals = False
250.0022 	EXP 	fixation: autoDraw = True
251.0100 	EXP 	fixation: autoDraw = False
251.0266 	EXP 	grating: autoDraw = True
251.0266 	EXP 	grating: tex = 'sin'
251.3265 	EXP 	grating: autoDraw = False
251.4968 	EXP 	window1: recordFrameIntervals = False
251.4982 	DATA 	Keypress: right
251.5097 	EXP 	fixation: autoDraw = False
251.5097 	EXP 	grating: autoDraw = False
251.5100 	EXP 	window1: recordFrameIntervals = False
252.4853 	EXP 	fixation: autoDraw = True
253.4926 	EXP 	fixation: autoDraw = False
253.5094 	EXP 	grating: autoDraw = True
253.5094 	EXP 	grating: tex = 'sin'
253.8094 	EXP 	grating: autoDraw = False
253.8625 	EXP 	window1: recordFrameIntervals = False
253.8638 	DATA 	Keypress: left
253.8763 	EXP 	fixation: autoDraw = False
253.8763 	EXP 	grating: autoDraw = False
253.8767 	EXP 	window1: recordFrameIntervals = False
254.8505 	EXP 	fixation: autoDraw = True
255.8592 	EXP 	fixation: autoDraw = False
255.8757 	EXP 	grating: autoDraw = True
255.8757 	EXP 	grating: tex = 'sin'
256.1758 	EXP 	grating: autoDraw = False
260.1960 	DATA 	Keypress: left
260.2089 	EXP 	fixation: autoDraw = False
260.2089 	EXP 	grating: autoDraw = False
260.3997 	EXP 	window1: mouseVisible = True
